time; buffer(s); video seconds
2023-01-24 19:15:07.664; 11.074120999999991; 160.928879
2023-01-24 19:15:08.175; 14.563268999999991; 161.439731
2023-01-24 19:15:08.686; 14.052114999999986; 161.950885
2023-01-24 19:15:09.198; 13.539504999999991; 162.463495
2023-01-24 19:15:09.709; 13.028396999999984; 162.974603
2023-01-24 19:15:10.221; 12.516807; 163.486193
2023-01-24 19:15:10.733; 12.004959999999983; 163.99804
2023-01-24 19:15:11.243; 11.494632999999993; 164.508367
2023-01-24 19:15:11.755; 14.979590000000002; 165.02041
2023-01-24 19:15:12.267; 14.470767999999993; 165.532232
2023-01-24 19:15:12.772; 13.965524999999985; 166.037475
2023-01-24 19:15:13.290; 13.447802999999993; 166.555197
2023-01-24 19:15:13.802; 12.93605599999998; 167.066944
2023-01-24 19:15:14.313; 12.425242999999995; 167.577757
2023-01-24 19:15:14.824; 11.913218999999998; 168.089781
2023-01-24 19:15:15.336; 11.401920999999987; 168.601079
2023-01-24 19:15:15.847; 14.89033599999999; 169.112664
2023-01-24 19:15:16.359; 14.378665999999981; 169.624334
2023-01-24 19:15:16.871; 13.86725899999999; 170.135741
2023-01-24 19:15:17.382; 13.356268999999998; 170.646731
2023-01-24 19:15:17.893; 12.844673999999998; 171.158326
2023-01-24 19:15:18.405; 12.33308199999999; 171.669918
2023-01-24 19:15:18.916; 11.821343999999982; 172.181656
2023-01-24 19:15:19.428; 11.31017399999999; 172.692826
2023-01-24 19:15:19.939; 10.798796999999979; 173.204203
2023-01-24 19:15:20.451; 14.286516999999975; 173.716483
2023-01-24 19:15:20.963; 13.776201999999984; 174.226798
2023-01-24 19:15:21.474; 13.264201999999983; 174.738798
2023-01-24 19:15:21.985; 12.752047999999974; 175.250952
2023-01-24 19:15:22.497; 12.240579999999994; 175.76242
2023-01-24 19:15:23.008; 11.729895999999997; 176.273104
2023-01-24 19:15:23.520; 11.218968999999987; 176.784031
2023-01-24 19:15:24.031; 14.697452999999996; 177.296547
2023-01-24 19:15:24.543; 14.19456199999999; 177.808438
2023-01-24 19:15:25.054; 13.683362999999986; 178.319637
2023-01-24 19:15:25.566; 13.171872999999977; 178.831127
2023-01-24 19:15:26.078; 12.660347999999999; 179.342652
2023-01-24 19:15:26.589; 12.148581999999976; 179.854418
2023-01-24 19:15:27.101; 11.637162999999987; 180.365837
2023-01-24 19:15:27.615; 11.123548999999997; 180.879451
2023-01-24 19:15:28.124; 14.613830999999976; 181.389169
2023-01-24 19:15:28.639; 14.099953; 181.903047
2023-01-24 19:15:29.146; 13.591309999999993; 182.41169
2023-01-24 19:15:29.658; 13.080031999999989; 182.922968
2023-01-24 19:15:30.169; 12.568635999999998; 183.434364
2023-01-24 19:15:30.680; 12.057618999999988; 183.945381
2023-01-24 19:15:31.193; 11.544358999999986; 184.458641
2023-01-24 19:15:31.703; 15.02629300000001; 184.967707
2023-01-24 19:15:32.215; 14.523171999999988; 185.479828
2023-01-24 19:15:32.727; 14.010809999999992; 185.99219
2023-01-24 19:15:33.238; 13.49991399999999; 186.503086
2023-01-24 19:15:33.750; 12.987997999999976; 187.015002
2023-01-24 19:15:34.261; 12.476263999999986; 187.526736
2023-01-24 19:15:34.773; 11.965675999999974; 188.037324
2023-01-24 19:15:35.284; 11.454842999999983; 188.548157
2023-01-24 19:15:35.795; 14.931168999999983; 189.060831
2023-01-24 19:15:36.307; 14.431464999999974; 189.571535
2023-01-24 19:15:36.819; 13.918597999999974; 190.084402
2023-01-24 19:15:37.330; 13.407376999999997; 190.595623
2023-01-24 19:15:37.842; 12.896655999999979; 191.106344
2023-01-24 19:15:38.353; 12.385762999999997; 191.617237
2023-01-24 19:15:38.865; 11.87356299999999; 192.129437
2023-01-24 19:15:39.376; 11.362923999999992; 192.640076
2023-01-24 19:15:39.887; 14.83715699999999; 193.151843
2023-01-24 19:15:40.399; 14.338748999999979; 193.664251
2023-01-24 19:15:40.911; 13.82712699999999; 194.175873
2023-01-24 19:15:41.422; 13.316502999999983; 194.686497
2023-01-24 19:15:41.934; 12.804112999999973; 195.198887
2023-01-24 19:15:42.445; 12.293423999999987; 195.709576
2023-01-24 19:15:42.957; 11.781085999999988; 196.221914
2023-01-24 19:15:43.468; 11.269630999999976; 196.733369
2023-01-24 19:15:43.973; 14.745813999999996; 197.238186
2023-01-24 19:15:44.491; 14.246628999999984; 197.756371
2023-01-24 19:15:45.003; 13.73538499999998; 198.267615
2023-01-24 19:15:45.514; 13.223960999999974; 198.779039
2023-01-24 19:15:46.026; 12.712830999999994; 199.290169
2023-01-24 19:15:46.537; 12.201054999999997; 199.801945
2023-01-24 19:15:47.049; 11.689772999999974; 200.313227
2023-01-24 19:15:47.560; 15.164053999999993; 200.824946
2023-01-24 19:15:48.072; 14.666597999999993; 201.336402
2023-01-24 19:15:48.583; 14.155170999999996; 201.847829
2023-01-24 19:15:49.095; 13.643767999999994; 202.359232
2023-01-24 19:15:49.606; 13.131762999999978; 202.871237
2023-01-24 19:15:50.117; 12.620687999999973; 203.382312
2023-01-24 19:15:50.629; 12.108561999999978; 203.894438
2023-01-24 19:15:51.141; 11.596967999999976; 204.406032
2023-01-24 19:15:51.652; 11.086389999999994; 204.91661
2023-01-24 19:15:52.164; 14.559809000000001; 205.429191
2023-01-24 19:15:52.675; 14.06285699999998; 205.940143
2023-01-24 19:15:53.186; 13.55212499999999; 206.450875
2023-01-24 19:15:53.698; 13.039770999999973; 206.963229
2023-01-24 19:15:54.209; 12.528888999999992; 207.474111
2023-01-24 19:15:54.721; 12.017146999999994; 207.985853
2023-01-24 19:15:55.233; 11.504505999999992; 208.498494
2023-01-24 19:15:55.744; 14.994147999999996; 209.008852
2023-01-24 19:15:56.255; 14.482533999999987; 209.520466
2023-01-24 19:15:56.768; 13.970197999999982; 210.032802
2023-01-24 19:15:57.273; 13.464600999999988; 210.538399
