time; type; bitrate Kbps; id; video seconds
2023-01-24 21:56:17.000; audio; 320; 00134; 515.483414
2023-01-24 21:56:17.000; video; 4600; 00134; 515.483414
2023-01-24 21:56:18.000; audio; 320; 00135; 516.013133
2023-01-24 21:56:17.000; video; 4600; 00135; 516.536515
2023-01-24 21:56:18.000; audio; 320; 00136; 517.047079
2023-01-24 21:56:18.000; video; 4600; 00136; 517.558849
2023-01-24 21:56:20.000; audio; 320; 00137; 518.071495
2023-01-24 21:56:19.000; video; 4600; 00137; 518.583025
2023-01-24 21:56:20.000; audio; 320; 00138; 518.583025
2023-01-24 21:56:20.000; video; 4600; 00138; 519.110923
2023-01-24 21:56:21.000; audio; 320; 00139; 519.63483
2023-01-24 21:56:21.000; video; 4600; 00139; 520.146551
2023-01-24 21:56:22.000; audio; 320; 00140; 520.65773
2023-01-24 21:56:22.000; video; 4600; 00140; 521.169118
2023-01-24 21:56:23.000; audio; 320; 00141; 521.710894
2023-01-24 21:56:23.000; video; 4600; 00141; 522.22384
2023-01-24 21:56:24.000; audio; 320; 00142; 522.744327
2023-01-24 21:56:24.000; video; 4600; 00142; 523.260259
2023-01-24 21:56:25.000; audio; 320; 00143; 523.772307
2023-01-24 21:56:25.000; video; 4600; 00143; 523.772307
2023-01-24 21:56:26.000; audio; 320; 00144; 524.28485
2023-01-24 21:56:25.000; video; 4600; 00144; 524.28485
2023-01-24 21:56:26.000; audio; 320; 00145; 524.809348
2023-01-24 21:56:26.000; video; 4600; 00145; 524.809348
2023-01-24 21:56:27.000; audio; 320; 00146; 525.321901
2023-01-24 21:56:27.000; video; 4600; 00146; 525.321901
2023-01-24 21:56:28.000; audio; 320; 00147; 526.378524
2023-01-24 21:56:27.000; video; 4600; 00147; 526.378524
2023-01-24 21:56:28.000; audio; 320; 00148; 526.903822
2023-01-24 21:56:30.000; video; 4600; 00148; 528.995126
2023-01-24 21:56:31.000; audio; 320; 00149; 529.504255
2023-01-24 21:56:34.000; video; 4600; 00149; 533.090683
2023-01-24 21:56:35.000; audio; 320; 00150; 533.612019
2023-01-24 21:56:38.000; video; 4600; 00150; 537.193569
2023-01-24 21:56:39.000; audio; 320; 00151; 537.193569
2023-01-24 21:56:42.000; video; 4600; 00151; 540.789017
2023-01-24 21:56:43.000; audio; 320; 00152; 541.321123
2023-01-24 21:56:46.000; video; 4600; 00152; 544.931808
2023-01-24 21:56:47.000; audio; 320; 00153; 545.453373
2023-01-24 21:56:50.000; video; 4600; 00153; 548.52462
2023-01-24 21:56:51.000; audio; 320; 00154; 549.034257
2023-01-24 21:56:54.000; video; 4600; 00154; 552.614125
2023-01-24 21:56:54.000; audio; 320; 00155; 552.614125
2023-01-24 21:56:58.000; video; 4600; 00155; 556.194012
2023-01-24 21:56:58.000; audio; 320; 00156; 556.706085
2023-01-24 21:57:02.000; video; 4600; 00156; 560.801737
2023-01-24 21:57:03.000; audio; 320; 00157; 561.324287
2023-01-24 21:57:06.000; video; 4600; 00157; 564.905474
2023-01-24 21:57:07.000; audio; 320; 00158; 564.905474
