time; buffer(s); video seconds; throttling bandwidth; latency
2023-01-25 21:58:11.019; 12.000720999999999; 164.002279; 250; 20
2023-01-25 21:58:11.530; 11.491094999999973; 164.511905; 250; 20
2023-01-25 21:58:12.041; 10.979152; 165.023848; 250; 20
2023-01-25 21:58:12.553; 10.467155999999989; 165.535844; 250; 20
2023-01-25 21:58:13.064; 9.956705; 166.046295; 250; 20
2023-01-25 21:58:13.576; 9.444500999999974; 166.558499; 250; 20
2023-01-25 21:58:14.086; 12.930417000000006; 167.069583; 250; 20
2023-01-25 21:58:14.597; 12.420460999999989; 167.579539; 250; 20
2023-01-25 21:58:15.108; 11.912659999999988; 168.09034; 250; 20
2023-01-25 21:58:15.618; 11.402406999999982; 168.600593; 250; 20
2023-01-25 21:58:16.130; 10.891049999999979; 169.11195; 250; 20
2023-01-25 21:58:16.641; 10.378877999999986; 169.624122; 250; 20
2023-01-25 21:58:17.153; 9.867993999999982; 170.135006; 250; 20
2023-01-25 21:58:17.664; 9.356104999999985; 170.646895; 250; 20
2023-01-25 21:58:18.176; 8.845245999999975; 171.157754; 250; 20
2023-01-25 21:58:18.687; 8.334330999999992; 171.668669; 250; 20
2023-01-25 21:58:19.198; 11.823086999999987; 172.179913; 250; 20
2023-01-25 21:58:19.711; 11.310046999999997; 172.692953; 250; 20
2023-01-25 21:58:20.222; 10.798590999999988; 173.204409; 250; 20
2023-01-25 21:58:20.733; 10.287830999999983; 173.715169; 250; 20
2023-01-25 21:58:21.244; 9.776004999999998; 174.226995; 250; 20
2023-01-25 21:58:21.751; 13.25815; 174.73385; 250; 20
2023-01-25 21:58:22.266; 12.744046999999995; 175.247953; 250; 20
2023-01-25 21:58:22.777; 12.244061999999985; 175.758938; 250; 20
2023-01-25 21:58:23.287; 11.734106999999995; 176.268893; 250; 20
2023-01-25 21:58:23.797; 11.222900999999979; 176.780099; 250; 20
2023-01-25 21:58:24.309; 10.711079999999981; 177.29192; 250; 20
2023-01-25 21:58:24.824; 14.187549999999987; 177.80645; 125; 25
2023-01-25 21:58:25.331; 13.67944399999999; 178.314556; 125; 25
2023-01-25 21:58:25.844; 13.167147999999997; 178.826852; 125; 25
2023-01-25 21:58:26.355; 12.664113999999984; 179.338886; 125; 25
2023-01-25 21:58:26.866; 12.154494; 179.848506; 125; 25
2023-01-25 21:58:27.378; 11.642863999999975; 180.360136; 125; 25
2023-01-25 21:58:27.894; 11.12650099999999; 180.876499; 125; 25
2023-01-25 21:58:28.416; 10.603801999999973; 181.399198; 125; 25
2023-01-25 21:58:28.927; 14.08920599999999; 181.910794; 125; 25
2023-01-25 21:58:29.441; 13.576235999999994; 182.423764; 125; 25
2023-01-25 21:58:29.950; 13.070212999999995; 182.932787; 125; 25
2023-01-25 21:58:30.462; 12.558111999999994; 183.444888; 125; 25
2023-01-25 21:58:30.973; 12.047025999999988; 183.955974; 125; 25
2023-01-25 21:58:31.485; 11.535685999999998; 184.467314; 125; 25
2023-01-25 21:58:31.997; 11.023764; 184.979236; 125; 25
2023-01-25 21:58:32.508; 10.511604999999975; 185.491395; 125; 25
2023-01-25 21:58:33.019; 10.001427999999976; 186.001572; 125; 25
2023-01-25 21:58:33.531; 9.490086999999988; 186.512913; 125; 25
2023-01-25 21:58:34.042; 8.978196999999994; 187.024803; 125; 25
2023-01-25 21:58:34.555; 8.465500999999989; 187.537499; 125; 25
2023-01-25 21:58:35.065; 7.955245999999988; 188.047754; 125; 25
2023-01-25 21:58:35.577; 7.4432729999999765; 188.559727; 125; 25
2023-01-25 21:58:36.089; 6.9314449999999965; 189.071555; 125; 25
2023-01-25 21:58:36.600; 6.420083999999974; 189.582916; 125; 25
2023-01-25 21:58:37.111; 5.909302999999994; 190.093697; 125; 25
2023-01-25 21:58:37.625; 5.395717999999988; 190.607282; 125; 25
2023-01-25 21:58:38.134; 4.886031999999972; 191.116968; 125; 25
2023-01-25 21:58:38.646; 4.37451999999999; 191.62848; 125; 25
2023-01-25 21:58:39.157; 3.86266599999999; 192.140334; 125; 25
2023-01-25 21:58:39.669; 3.352013999999997; 192.650986; 125; 25
2023-01-25 21:58:40.180; 2.8403109999999856; 193.162689; 125; 25
2023-01-25 21:58:40.692; 2.328768999999994; 193.674231; 125; 25
2023-01-25 21:58:41.203; 5.808809999999994; 194.18519; 125; 25
2023-01-25 21:58:41.715; 5.295659000000001; 194.698341; 125; 25
2023-01-25 21:58:42.226; 4.784725000000009; 195.209275; 125; 25
2023-01-25 21:58:42.738; 4.273496999999992; 195.720503; 125; 25
2023-01-25 21:58:43.249; 3.7623419999999896; 196.231658; 125; 25
2023-01-25 21:58:43.761; 3.2589479999999753; 196.744052; 125; 25
2023-01-25 21:58:44.272; 6.737825999999984; 197.254174; 125; 25
2023-01-25 21:58:44.784; 6.224810999999988; 197.767189; 125; 25
